row,country,currency, order_value_EUR , gross_profit , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
465,UK,GBP,"  137,306.45 ","  28,573.47 ","  108,732.98 ",9/4/2021,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,PC,00-1210718
463,France,EUR,"  111,462.88 ","  17,332.48 ","  94,130.40 ",9/3/2021,Outdoors,Romaguera-Dietrich,Othello Bowes,Avrit Chanders,Tablet,70-9378988
900,France,EUR,"  86,050.61 ","  10,480.96 ","  75,569.65 ",9/3/2021,Clothing,McClure Inc,Othello Bowes,Crysta Halls,PC,46-4560578
76,Sweden,EUR,"  64,053.77 ","  9,319.82 ","  54,733.95 ",9/1/2021,Beauty,Armstrong-Little,Maxie Marrow,Anita Woakes,PC,75-6638402
414,Finland,EUR,"  127,994.87 ","  22,194.31 ","  105,800.56 ",9/1/2021,Books,Hegmann Group,Hube Corey,Mellicent Mattys,PC,73-2763209
408,France,EUR,"  26,103.94 ","  3,764.19 ","  22,339.75 ",8/31/2021,Appliances,"Fisher, Morar and Skiles",Othello Bowes,Ora Grennan,Tablet,89-0187996
675,Ireland,EUR,"  50,495.53 ","  9,745.64 ","  40,749.89 ",8/31/2021,Smartphones,"Heaney, Gulgowski and Kshlerin",Glenine Suttaby,Palm Wetherald,Mobile,93-4118211
8,UK,GBP,"  156,585.22 ","  29,986.07 ","  126,599.15 ",8/30/2021,Accessories,"Hermiston, Simonis and Wisoky",Jessamine Apark,Winny Agnolo,PC,64-5761908
139,France,EUR,"  50,585.98 ","  9,586.04 ","  40,999.94 ",8/29/2021,Beauty,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Maighdiln Upcraft,Tablet,32-1940437
581,Sweden,EUR,"  45,463.65 ","  8,556.26 ","  36,907.39 ",8/29/2021,Clothing,Schuster Inc,Maxie Marrow,Alyosha Meah,PC,38-1449694
112,Sweden,EUR,"  31,627.37 ","  5,964.92 ","  25,662.45 ",8/27/2021,Beauty,"Christiansen, Donnelly and Bechtelar",Maxie Marrow,Caro Morfield,Mobile,84-5642889
433,Sweden,EUR,"  166,507.76 ","  22,611.75 ","  143,896.01 ",8/27/2021,Accessories,Labadie and Sons,Maxie Marrow,Madelon Bront,PC,49-1743669
659,France,EUR,"  63,690.72 ","  10,235.10 ","  53,455.62 ",8/27/2021,Electronics,Hegmann Group,Othello Bowes,Crysta Halls,Mobile,74-9856135
969,Portugal,EUR,"  87,085.71 ","  10,537.37 ","  76,548.34 ",8/27/2021,Outdoors,West-Cummings,Celine Tumasian,Smitty Culverhouse,PC,86-9456489
371,Portugal,EUR,"  127,482.28 ","  18,867.38 ","  108,614.90 ",8/26/2021,Beauty,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,PC,75-6291395
603,Sweden,EUR,"  137,026.71 ","  16,909.10 ","  120,117.61 ",8/26/2021,Smartphones,McGlynn-Bergstrom,Maxie Marrow,Anita Woakes,PC,86-6380587
161,Portugal,EUR,"  104,711.22 ","  13,842.82 ","  90,868.40 ",8/25/2021,Clothing,Marquardt-Kuvalis,Celine Tumasian,Corene Shirer,PC,33-0729966
593,UK,GBP,"  151,012.12 ","  24,932.10 ","  126,080.02 ",8/25/2021,Accessories,Johns and Sons,Jessamine Apark,Jay Morefield,PC,11-5630090
336,Ireland,EUR,"  31,966.82 ","  5,373.62 ","  26,593.20 ",8/24/2021,Appliances,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,21-2965409
624,Portugal,EUR,"  168,757.23 ","  31,861.37 ","  136,895.86 ",8/24/2021,Appliances,Labadie and Sons,Celine Tumasian,Aurelie Wren,PC,31-6585710
421,Finland,EUR,"  107,271.94 ","  20,606.94 ","  86,665.00 ",8/23/2021,Games,Johns and Sons,Hube Corey,Wat Bowkley,PC,78-8990131
533,Sweden,EUR,"  98,320.37 ","  20,598.12 ","  77,722.25 ",8/23/2021,Games,Konopelski LLC,Maxie Marrow,Tarrah Castelletti,Tablet,02-3364199
599,Sweden,EUR,"  103,839.74 ","  13,156.50 ","  90,683.24 ",8/23/2021,Books,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,PC,57-6427586
713,Ireland,EUR,"  81,358.58 ","  12,439.73 ","  68,918.85 ",8/21/2021,Books,Tillman and Sons,Glenine Suttaby,Palm Wetherald,Mobile,86-2962836
103,Spain,EUR,"  134,908.19 ","  20,519.54 ","  114,388.65 ",8/18/2021,Clothing,Romaguera-Dietrich,Emalia Dinse,Perri Aldersley,PC,25-2355172
955,Finland,EUR,"  33,190.03 ","  4,792.64 ","  28,397.39 ",8/18/2021,Electronics,Homenick-Marvin,Hube Corey,Wat Bowkley,Tablet,49-2458036
965,Portugal,EUR,"  105,340.85 ","  18,055.42 ","  87,285.43 ",8/18/2021,Books,"Farrell, Swaniawski and Crist",Celine Tumasian,Brynn Dempster,PC,80-1894360
125,Sweden,EUR,"  88,329.48 ","  14,574.36 ","  73,755.12 ",8/16/2021,Clothing,Corwin and Sons,Maxie Marrow,Caro Morfield,Mobile,94-1199389
26,Sweden,EUR,"  48,179.57 ","  6,774.05 ","  41,405.52 ",8/14/2021,Books,Franecki-White,Maxie Marrow,Anita Woakes,PC,96-3022721
153,Luxembourg,EUR,"  158,362.33 ","  24,371.96 ","  133,990.37 ",8/14/2021,Books,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,PC,39-1671087
561,Sweden,EUR,"  170,457.80 ","  27,648.26 ","  142,809.54 ",8/14/2021,Accessories,"Shanahan, Schaden and Parker",Maxie Marrow,Anita Woakes,PC,60-1991659
266,Finland,EUR,"  135,629.36 ","  17,102.86 ","  118,526.50 ",8/12/2021,Games,Tillman and Sons,Hube Corey,Mellicent Mattys,PC,66-7717800
493,France,EUR,"  82,697.53 ","  13,148.91 ","  69,548.62 ",8/12/2021,Games,Kihn Inc,Othello Bowes,Avrit Chanders,PC,47-5319780
802,Portugal,EUR,"  163,492.16 ","  29,314.14 ","  134,178.02 ",8/12/2021,Appliances,"Shanahan, Schaden and Parker",Celine Tumasian,Corene Shirer,PC,06-8466490
872,Sweden,EUR,"  57,347.48 ","  7,306.07 ","  50,041.41 ",8/12/2021,Beauty,Johns and Sons,Maxie Marrow,Madelon Bront,PC,79-4826735
234,UK,GBP,"  77,128.75 ","  11,592.45 ","  65,536.30 ",8/9/2021,Books,"Dickinson, Hyatt and Berge",Jessamine Apark,Jay Morefield,Mobile,70-8991739
236,France,EUR,"  146,325.53 ","  27,992.07 ","  118,333.46 ",8/9/2021,Games,Stehr-Bogan,Othello Bowes,Crysta Halls,PC,95-8015610
425,France,EUR,"  36,183.97 ","  5,604.90 ","  30,579.07 ",8/9/2021,Books,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Avrit Chanders,Mobile,91-4296427
962,Bulgaria,EUR,"  159,294.28 ","  28,688.90 ","  130,605.38 ",8/9/2021,Clothing,"Hamill, Kulas and Roob",Charil Alpe,Shermy McGready,PC,37-9761957
74,Portugal,EUR,"  102,495.13 ","  17,485.67 ","  85,009.46 ",8/8/2021,Smartphones,"Hermiston, Simonis and Wisoky",Celine Tumasian,Hortense Gerring,Tablet,70-7107956
301,France,EUR,"  141,112.84 ","  21,068.15 ","  120,044.69 ",8/8/2021,Electronics,Gislason-Stanton,Othello Bowes,Avrit Chanders,Mobile,47-9701762
725,Portugal,EUR,"  179,323.22 ","  28,584.12 ","  150,739.10 ",8/8/2021,Smartphones,Homenick-Marvin,Celine Tumasian,Brynn Dempster,Tablet,16-5710075
348,France,EUR,"  109,562.50 ","  19,644.56 ","  89,917.94 ",8/5/2021,Appliances,"Dickinson, Hyatt and Berge",Othello Bowes,Maighdiln Upcraft,PC,67-3672347
770,France,EUR,"  150,287.47 ","  26,676.03 ","  123,611.44 ",8/5/2021,Books,"Fisher, Morar and Skiles",Othello Bowes,Avrit Chanders,PC,66-4296261
975,Portugal,EUR,"  74,958.46 ","  9,152.43 ","  65,806.03 ",8/5/2021,Electronics,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,PC,31-8846200
319,Germany,EUR,"  76,652.73 ","  12,341.09 ","  64,311.64 ",8/4/2021,Accessories,"Farrell, Swaniawski and Crist",Rickard Doogood,Casie MacBain,PC,52-3394023
824,Spain,EUR,"  144,530.35 ","  29,122.87 ","  115,407.48 ",8/4/2021,Other,"Swaniawski, Runolfsson and Green",Emalia Dinse,Manuel Goudie,PC,63-1220717
303,France,EUR,"  174,392.33 ","  32,942.71 ","  141,449.62 ",8/3/2021,Smartphones,Labadie and Sons,Othello Bowes,Ora Grennan,PC,34-4313860
379,France,EUR,"  133,905.55 ","  17,019.40 ","  116,886.15 ",8/1/2021,Books,"Keeling, Monahan and Pollich",Othello Bowes,Avrit Chanders,Mobile,79-0973971
649,France,EUR,"  40,544.43 ","  7,877.78 ","  32,666.65 ",8/1/2021,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,89-7467187
572,Sweden,EUR,"  128,208.95 ","  16,462.03 ","  111,746.92 ",7/31/2021,Appliances,Dibbert Inc,Maxie Marrow,Alyosha Meah,PC,72-1300449
684,Finland,EUR,"  52,388.85 ","  6,747.68 ","  45,641.17 ",7/31/2021,Electronics,Johns and Sons,Hube Corey,Mellicent Mattys,PC,55-6785409
903,France,EUR,"  106,730.16 ","  17,226.25 ","  89,503.91 ",7/30/2021,Beauty,"Farrell, Swaniawski and Crist",Othello Bowes,Ora Grennan,PC,60-0406937
276,Spain,EUR,"  61,325.25 ","  11,946.16 ","  49,379.09 ",7/29/2021,Beauty,Hessel-Stiedemann,Emalia Dinse,Manuel Goudie,Tablet,95-1516475
111,Finland,EUR,"  235,608.66 ","  34,139.70 ","  201,468.96 ",7/27/2021,Games,Hegmann Group,Hube Corey,Wat Bowkley,Tablet,42-8394841
499,UK,GBP,"  92,179.76 ","  17,385.10 ","  74,794.66 ",7/25/2021,Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Jay Morefield,Tablet,99-9021526
204,France,EUR,"  149,500.61 ","  24,099.50 ","  125,401.11 ",7/24/2021,Games,McGlynn-Bergstrom,Othello Bowes,Crysta Halls,PC,60-8646184
622,Luxembourg,EUR,"  148,359.68 ","  29,879.64 ","  118,480.04 ",7/23/2021,Games,"Dickinson, Hyatt and Berge",Ilsa Kob,Jocelyn Laurentino,PC,45-1867999
869,Portugal,EUR,"  154,858.00 ","  19,481.14 ","  135,376.86 ",7/22/2021,Games,"Dickinson, Hyatt and Berge",Celine Tumasian,Smitty Culverhouse,PC,72-4825752
57,France,EUR,"  224,626.25 ","  34,637.37 ","  189,988.88 ",7/21/2021,Electronics,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Ora Grennan,PC,69-1300467
643,Sweden,EUR,"  79,407.28 ","  15,023.86 ","  64,383.42 ",7/21/2021,Accessories,"Jacobson, Marvin and Brown",Maxie Marrow,Alyosha Meah,PC,15-3268783
237,Germany,EUR,"  161,823.46 ","  31,329.02 ","  130,494.44 ",7/20/2021,Clothing,Friesen-Rath,Rickard Doogood,Casie MacBain,PC,84-1062113
429,UK,GBP,"  227,856.66 ","  28,846.65 ","  199,010.01 ",7/20/2021,Electronics,"Keeling, Monahan and Pollich",Jessamine Apark,Jay Morefield,PC,11-5257937
658,Portugal,EUR,"  206,869.73 ","  25,941.46 ","  180,928.27 ",7/20/2021,Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,PC,11-2653878
449,France,EUR,"  124,534.96 ","  17,522.07 ","  107,012.89 ",7/18/2021,Books,"Dickinson, Hyatt and Berge",Othello Bowes,Maighdiln Upcraft,PC,45-2229786
676,UK,GBP,"  36,534.09 ","  5,396.09 ","  31,138.00 ",7/17/2021,Appliances,Wunsch LLC,Jessamine Apark,Winny Agnolo,PC,90-7039701
249,Portugal,EUR,"  238,085.99 ","  44,498.27 ","  193,587.72 ",7/16/2021,Clothing,"Rowe, Hermiston and Kessler",Celine Tumasian,Hortense Gerring,PC,17-8884817
198,Sweden,EUR,"  40,385.45 ","  7,794.39 ","  32,591.06 ",7/15/2021,Smartphones,Armstrong-Little,Maxie Marrow,Tarrah Castelletti,PC,81-0573181
6,Spain,EUR,"  84,900.24 ","  11,198.34 ","  73,701.90 ",7/14/2021,Clothing,"Farrell, Swaniawski and Crist",Emalia Dinse,Perri Aldersley,PC,60-6998932
320,UK,GBP,"  151,632.33 ","  30,887.51 ","  120,744.82 ",7/14/2021,Clothing,Armstrong-Little,Jessamine Apark,Winny Agnolo,PC,89-5350599
732,Portugal,EUR,"  48,763.58 ","  9,328.47 ","  39,435.11 ",7/14/2021,Smartphones,Labadie and Sons,Celine Tumasian,Smitty Culverhouse,PC,29-6521179
72,Sweden,EUR,"  53,593.86 ","  7,964.05 ","  45,629.81 ",7/12/2021,Electronics,Friesen-Rath,Maxie Marrow,Caro Morfield,PC,71-4409662
748,France,EUR,"  84,712.13 ","  11,707.22 ","  73,004.91 ",7/11/2021,Books,Altenwerth-Konopelski,Othello Bowes,Ora Grennan,PC,29-8090560
131,UK,GBP,"  99,064.31 ","  13,670.87 ","  85,393.44 ",7/10/2021,Books,Johns and Sons,Jessamine Apark,Winny Agnolo,PC,52-9152387
806,Sweden,EUR,"  249,842.77 ","  31,105.42 ","  218,737.35 ",7/9/2021,Books,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC,39-5542863
736,Portugal,EUR,"  45,725.53 ","  9,154.25 ","  36,571.28 ",7/7/2021,Other,Schoen-Keeling,Celine Tumasian,Aurelie Wren,Mobile,66-6777720
783,Portugal,EUR,"  152,676.77 ","  30,291.07 ","  122,385.70 ",7/7/2021,Outdoors,"Spencer, Rogahn and Muller",Celine Tumasian,Smitty Culverhouse,PC,84-0679518
808,Portugal,EUR,"  253,580.08 ","  41,130.69 ","  212,449.39 ",7/6/2021,Games,Wyman Group,Celine Tumasian,Brynn Dempster,PC,51-0837613
213,Finland,EUR,"  194,962.05 ","  39,986.72 ","  154,975.33 ",7/5/2021,Appliances,"Rowe, Hermiston and Kessler",Hube Corey,Mellicent Mattys,PC,54-5082146
292,France,EUR,"  161,212.39 ","  23,166.22 ","  138,046.17 ",7/4/2021,Accessories,Hilll-Vandervort,Othello Bowes,Crysta Halls,PC,21-6670877
821,Netherlands,EUR,"  118,026.37 ","  18,152.46 ","  99,873.91 ",7/4/2021,Appliances,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC,35-1708827
201,Portugal,EUR,"  243,176.92 ","  40,926.68 ","  202,250.24 ",7/3/2021,Appliances,Gislason-Stanton,Celine Tumasian,Hortense Gerring,PC,81-5976459
532,Portugal,EUR,"  284,298.56 ","  54,642.18 ","  229,656.38 ",7/3/2021,Clothing,Stehr LLC,Celine Tumasian,Corene Shirer,PC,74-0191565
906,Germany,EUR,"  250,483.63 ","  33,214.13 ","  217,269.50 ",7/3/2021,Accessories,Considine-Fisher,Rickard Doogood,Casie MacBain,Mobile,48-2124998
958,UK,GBP,"  178,560.10 ","  28,176.78 ","  150,383.32 ",7/2/2021,Books,O'Connell-Mitchell,Jessamine Apark,Winny Agnolo,Mobile,25-2616039
997,Belgium,EUR,"  118,061.05 ","  16,929.95 ","  101,131.10 ",7/2/2021,Appliances,Johns and Sons,Lambert Norheny,Collin Mackness,Mobile,59-2117058
531,Sweden,EUR,"  263,713.12 ","  47,547.48 ","  216,165.64 ",6/30/2021,Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Tarrah Castelletti,PC,78-6165949
662,UK,GBP,"  47,082.67 ","  9,199.95 ","  37,882.72 ",6/30/2021,Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Winny Agnolo,PC,83-0606533
188,Sweden,EUR,"  110,092.84 ","  17,295.59 ","  92,797.25 ",6/29/2021,Other,"Rowe, Hermiston and Kessler",Maxie Marrow,Anita Woakes,Tablet,50-2481520
849,France,EUR,"  154,936.24 ","  19,196.60 ","  135,739.64 ",6/29/2021,Books,Friesen-Rath,Othello Bowes,Ora Grennan,PC,65-2631885
960,UK,GBP,"  176,662.26 ","  29,802.92 ","  146,859.34 ",6/28/2021,Electronics,Friesen-Rath,Jessamine Apark,Genevra Charrisson,PC,44-9908550
287,France,EUR,"  165,259.58 ","  34,555.78 ","  130,703.80 ",6/26/2021,Outdoors,Armstrong-Little,Othello Bowes,Crysta Halls,PC,46-1318487
791,France,EUR,"  131,097.05 ","  21,893.21 ","  109,203.84 ",6/26/2021,Beauty,Larkin-Collier,Othello Bowes,Maighdiln Upcraft,PC,80-1374023
974,Portugal,EUR,"  159,216.47 ","  21,796.73 ","  137,419.74 ",6/26/2021,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,57-9765345
924,Sweden,EUR,"  185,778.30 ","  31,043.55 ","  154,734.75 ",6/25/2021,Electronics,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC,76-5888381
482,Bulgaria,EUR,"  91,108.56 ","  17,019.08 ","  74,089.48 ",6/24/2021,Appliances,Stehr LLC,Charil Alpe,Shermy McGready,PC,34-0286364
928,Netherlands,EUR,"  172,453.10 ","  26,764.72 ","  145,688.38 ",6/24/2021,Outdoors,Kirlin and Sons,Denice Amberg,Nero Harbisher,PC,60-6986682
512,Sweden,EUR,"  205,059.80 ","  32,030.34 ","  173,029.46 ",6/23/2021,Electronics,Stehr-Bogan,Maxie Marrow,Caro Morfield,PC,19-4538571
562,UK,GBP,"  166,380.74 ","  20,331.73 ","  146,049.01 ",6/23/2021,Smartphones,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,15-2948501
927,Portugal,EUR,"  157,942.65 ","  21,322.26 ","  136,620.39 ",6/23/2021,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,95-6123269
271,France,EUR,"  52,805.94 ","  9,013.97 ","  43,791.97 ",6/22/2021,Smartphones,Kihn Inc,Othello Bowes,Amelina Piscopiello,PC,81-2373308
571,France,EUR,"  162,199.24 ","  31,320.67 ","  130,878.57 ",6/22/2021,Appliances,West-Cummings,Othello Bowes,Avrit Chanders,PC,75-1807214
817,France,EUR,"  128,221.13 ","  26,003.25 ","  102,217.88 ",6/21/2021,Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,21-4033151
952,Portugal,EUR,"  122,035.93 ","  24,138.71 ","  97,897.22 ",6/21/2021,Accessories,Larkin-Collier,Celine Tumasian,Aurelie Wren,PC,83-7592334
838,Portugal,EUR,"  129,022.02 ","  24,436.77 ","  104,585.25 ",6/20/2021,Electronics,Walter LLC,Celine Tumasian,Corene Shirer,PC,51-2167412
585,Netherlands,EUR,"  200,472.46 ","  30,291.39 ","  170,181.07 ",6/19/2021,Electronics,Wiza and Sons,Denice Amberg,Nero Harbisher,PC,98-5774102
873,Portugal,EUR,"  74,790.02 ","  9,797.49 ","  64,992.53 ",6/19/2021,Beauty,Corwin and Sons,Celine Tumasian,Corene Shirer,PC,82-2840501
957,Ireland,EUR,"  46,857.77 ","  7,740.90 ","  39,116.87 ",6/19/2021,Games,Johns and Sons,Glenine Suttaby,Palm Wetherald,Mobile,61-0888460
999,Spain,EUR,"  87,205.01 ","  18,034.00 ","  69,171.01 ",6/18/2021,Games,Johns and Sons,Emalia Dinse,Manuel Goudie,Tablet,45-3085595
126,Portugal,EUR,"  249,099.44 ","  33,404.24 ","  215,695.20 ",6/15/2021,Other,Johns and Sons,Celine Tumasian,Corene Shirer,PC,88-4621939
64,Sweden,EUR,"  240,759.07 ","  35,343.43 ","  205,415.64 ",6/14/2021,Appliances,"Schmitt, Purdy and Johnson",Maxie Marrow,Tarrah Castelletti,PC,98-1814878
704,Portugal,EUR,"  126,021.10 ","  24,259.06 ","  101,762.04 ",6/13/2021,Beauty,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile,34-8443139
818,Portugal,EUR,"  204,133.95 ","  36,580.80 ","  167,553.15 ",6/13/2021,Games,"Leffler, Prohaska and Streich",Celine Tumasian,Corene Shirer,PC,98-6563368
870,France,EUR,"  250,488.42 ","  36,345.87 ","  214,142.55 ",6/13/2021,Appliances,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,PC,18-2580592
283,Netherlands,EUR,"  253,291.55 ","  33,789.09 ","  219,502.46 ",6/12/2021,Books,Altenwerth-Konopelski,Denice Amberg,Nero Harbisher,PC,25-4970452
25,Portugal,EUR,"  172,989.17 ","  30,013.62 ","  142,975.55 ",6/10/2021,Beauty,Romaguera-Dietrich,Celine Tumasian,Hortense Gerring,PC,22-6745595
469,Portugal,EUR,"  201,537.12 ","  35,410.07 ","  166,127.05 ",6/10/2021,Outdoors,Connelly-Mohr,Celine Tumasian,Brynn Dempster,PC,20-7532198
496,Portugal,EUR,"  227,830.33 ","  45,657.20 ","  182,173.13 ",6/10/2021,Books,O'Connell-Mitchell,Celine Tumasian,Aurelie Wren,PC,59-3526945
192,Germany,EUR,"  241,782.39 ","  45,237.48 ","  196,544.91 ",6/9/2021,Appliances,Johns and Sons,Rickard Doogood,Casie MacBain,PC,15-7053450
484,Finland,EUR,"  161,984.91 ","  23,746.99 ","  138,237.92 ",6/8/2021,Appliances,Romaguera-Dietrich,Hube Corey,Mellicent Mattys,PC,59-9184649
790,Portugal,EUR,"  263,571.82 ","  47,416.57 ","  216,155.25 ",6/8/2021,Outdoors,"Dickinson, Hyatt and Berge",Celine Tumasian,Aurelie Wren,PC,11-0955383
89,France,EUR,"  107,586.21 ","  13,060.97 ","  94,525.24 ",6/7/2021,Electronics,"Spencer, Rogahn and Muller",Othello Bowes,Amelina Piscopiello,PC,20-3384992
278,Portugal,EUR,"  177,919.14 ","  30,548.72 ","  147,370.42 ",6/7/2021,Beauty,Walter LLC,Celine Tumasian,Aurelie Wren,PC,70-7769332
992,Portugal,EUR,"  83,904.32 ","  14,893.02 ","  69,011.30 ",6/7/2021,Games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Corene Shirer,PC,00-7326184
417,Finland,EUR,"  293,767.28 ","  39,687.96 ","  254,079.32 ",6/5/2021,Games,West-Cummings,Hube Corey,Wat Bowkley,PC,29-0601002
179,Portugal,EUR,"  116,023.51 ","  19,457.14 ","  96,566.37 ",6/2/2021,Smartphones,Tillman and Sons,Celine Tumasian,Smitty Culverhouse,PC,34-0232219
555,Sweden,EUR,"  233,858.47 ","  48,315.16 ","  185,543.31 ",6/2/2021,Beauty,Romaguera-Dietrich,Maxie Marrow,Alyosha Meah,PC,66-5572109
286,Portugal,EUR,"  228,961.30 ","  45,196.96 ","  183,764.34 ",6/1/2021,Appliances,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,37-8204282
516,France,EUR,"  132,235.46 ","  18,103.03 ","  114,132.43 ",6/1/2021,Books,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,PC,95-4388709
314,Sweden,EUR,"  82,116.31 ","  11,463.44 ","  70,652.87 ",5/30/2021,Beauty,"Zieme, Bailey and Herzog",Maxie Marrow,Caro Morfield,Tablet,01-8080546
558,UK,GBP,"  121,246.32 ","  17,241.23 ","  104,005.09 ",5/30/2021,Books,Altenwerth-Konopelski,Jessamine Apark,Winny Agnolo,PC,82-9740062
135,France,EUR,"  54,079.04 ","  9,047.42 ","  45,031.62 ",5/29/2021,Games,"Lueilwitz, Kerluke and Lesch",Othello Bowes,Avrit Chanders,PC,15-6838362
248,Portugal,EUR,"  164,117.24 ","  30,607.87 ","  133,509.37 ",5/28/2021,Electronics,"Zieme, Bailey and Herzog",Celine Tumasian,Corene Shirer,PC,88-7664123
520,Italy,EUR,"  38,536.92 ","  6,535.86 ","  32,001.06 ",5/28/2021,Books,"Spencer, Rogahn and Muller",Piggy Roscrigg,Joshua Prevost,Mobile,61-4366487
528,France,EUR,"  140,943.88 ","  20,310.01 ","  120,633.87 ",5/28/2021,Appliances,Armstrong-Little,Othello Bowes,Avrit Chanders,Tablet,77-0650807
279,Ireland,EUR,"  37,520.09 ","  4,738.79 ","  32,781.30 ",5/27/2021,Clothing,Kihn Inc,Glenine Suttaby,Bunnie Tonbridge,Mobile,07-6200800
864,Portugal,EUR,"  155,766.23 ","  24,237.23 ","  131,529.00 ",5/27/2021,Games,Romaguera-Haley,Celine Tumasian,Aurelie Wren,PC,49-7876403
363,France,EUR,"  99,319.33 ","  20,191.62 ","  79,127.71 ",5/26/2021,Games,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,PC,53-3037652
784,Portugal,EUR,"  116,556.81 ","  21,108.44 ","  95,448.37 ",5/24/2021,Outdoors,"Hermiston, Simonis and Wisoky",Celine Tumasian,Hortense Gerring,PC,95-1195568
830,Portugal,EUR,"  138,127.81 ","  22,887.78 ","  115,240.03 ",5/24/2021,Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Corene Shirer,PC,30-3460885
876,Sweden,EUR,"  79,088.70 ","  11,673.49 ","  67,415.21 ",5/24/2021,Beauty,McGlynn-Prosacco,Maxie Marrow,Tarrah Castelletti,PC,01-6573793
705,Sweden,EUR,"  69,565.47 ","  11,756.56 ","  57,808.91 ",5/23/2021,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC,79-0393736
921,France,EUR,"  74,685.85 ","  15,519.72 ","  59,166.13 ",5/23/2021,Games,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Avrit Chanders,PC,68-0176456
763,France,EUR,"  124,784.67 ","  17,931.56 ","  106,853.11 ",5/22/2021,Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,Tablet,44-2757396
764,Luxembourg,EUR,"  120,831.28 ","  25,084.57 ","  95,746.71 ",5/22/2021,Outdoors,Stamm-Zulauf,Ilsa Kob,Jocelyn Laurentino,PC,21-4464304
897,Bulgaria,EUR,"  40,187.99 ","  7,679.92 ","  32,508.07 ",5/22/2021,Games,Friesen-Rath,Charil Alpe,Shermy McGready,PC,54-1058965
140,Sweden,EUR,"  103,726.57 ","  13,494.83 ","  90,231.74 ",5/21/2021,Clothing,Dibbert Inc,Maxie Marrow,Caro Morfield,Mobile,25-9913528
792,Italy,EUR,"  127,830.38 ","  23,955.41 ","  103,874.97 ",5/21/2021,Games,Romaguera-Dietrich,Piggy Roscrigg,Joshua Prevost,PC,66-7112079
861,France,EUR,"  80,839.75 ","  16,903.59 ","  63,936.16 ",5/21/2021,Games,Goldner-Dibbert,Othello Bowes,Crysta Halls,PC,00-6227453
167,UK,GBP,"  81,219.67 ","  10,899.68 ","  70,319.99 ",5/20/2021,Clothing,Hessel-Stiedemann,Jessamine Apark,Genevra Charrisson,PC,34-5793997
207,Denmark,EUR,"  58,948.52 ","  9,531.98 ","  49,416.54 ",5/20/2021,Clothing,Wisoky Inc,Modestia Byfford,Case Desorts,PC,98-9112505
289,Finland,EUR,"  55,882.12 ","  7,320.56 ","  48,561.56 ",5/20/2021,Clothing,"Murray, Reichel and Nolan",Hube Corey,Mellicent Mattys,PC,24-7985425
142,Portugal,EUR,"  143,322.47 ","  29,108.79 ","  114,213.68 ",5/19/2021,Books,Johns and Sons,Celine Tumasian,Corene Shirer,PC,04-2863062
247,France,EUR,"  165,262.34 ","  22,640.94 ","  142,621.40 ",5/19/2021,Electronics,Altenwerth-Konopelski,Othello Bowes,Amelina Piscopiello,Mobile,96-0020600
630,Sweden,EUR,"  85,156.70 ","  15,677.35 ","  69,479.35 ",5/19/2021,Beauty,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Caro Morfield,PC,58-5376153
81,Sweden,EUR,"  44,147.92 ","  6,984.20 ","  37,163.72 ",5/18/2021,Beauty,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,PC,76-3837496
544,France,EUR,"  83,340.04 ","  10,075.81 ","  73,264.23 ",5/18/2021,Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,65-5818172
